All items - old base,1913,29.6384615385
All items - old base,1914,29.784
All items - old base,1915,29.6885714286
All items - old base,1916,32.2485714286
All items - old base,1917,38.8926829268
All items - old base,1918,46.2787234043
All items - old base,1919,52.646875
All items - old base,1920,59.9703125
All items - old base,1921,52.512345679
All items - old base,1922,49.7275510204
All items - old base,1923,50.6030612245
All items - old base,1924,50.6132653061
All items - old base,1925,52.1234375
All items - old base,1926,52.1109375
All items - old base,1927,51.2734375
All items - old base,1928,50.465625
All items - old base,1929,50.5265625
All items - old base,1930,48.8875
All items - old base,1931,44.2859375
All items - old base,1932,39.740625
All items - old base,1933,38.115625
All items - old base,1934,39.490625
All items - old base,1935,40.4811764706
All items - old base,1936,41.0330578512
All items - old base,1937,42.6786407767
All items - old base,1938,41.8330097087
All items - old base,1939,41.3097087379
All items - old base,1940,41.5646616541
All items - old base,1941,43.6986547085
All items - old base,1942,48.4708520179
All items - old base,1943,51.3224215247
All items - old base,1944,52.168161435
All items - old base,1945,53.3707207207
All items - old base,1946,57.8278026906
All items - old base,1947,66.1226130653
All items - old base,1948,71.6822857143
All items - old base,1949,70.9828571429
All items - old base,1950,71.8565714286
All items - old base,1951,77.6765714286
All items - old base,1952,79.4533707865
All items - old base,1953,80.0503496503
All items - old base,1954,80.4258741259
All items - old base,1955,80.3426573427
All items - old base,1956,81.6398601399
All items - old base,1957,84.327972028
All items - old base,1958,86.4657342657
All items - old base,1959,87.3342657343
All items - old base,1960,88.6682758621
All items - old base,1961,89.5246575342
All items - old base,1962,90.498630137
All items - old base,1963,91.7331081081
All items - old base,1964,92.9844720497
All items - old base,1965,94.5916167665
All items - old base,1966,96.3319526627
All items - old base,1967,95.0016216216
All items - old base,1968,99.0032432432
All items - old base,1969,104.382978723
All items - old base,1970,110.457978723
All items - old base,1971,114.879787234
All items - old base,1972,118.611702128
All items - old base,1973,125.811702128
All items - old base,1974,139.490425532
All items - old base,1975,152.182978723
All items - old base,1976,160.982446809
All items - old base,1977,168.807653061
All items - old base,1978,168.524475524
All items - old base,1979,188.408680556
All items - old base,1980,214.284027778
All items - old base,1981,236.285763889
All items - old base,1982,251.128125
All items - old base,1983,259.855208333
All items - old base,1984,269.209090909
All items - old base,1985,278.647222222
All items - old base,1986,283.615710723
All items - old base,1987,258.795760599
All items - old base,1988,269.187281796
All items - old base,1989,282.8
All items - old base,1990,298.131829574
All items - old base,1991,309.583291771
All items - old base,1992,318.694763092
All items - old base,1993,327.904239401
All items - old base,1994,336.319950125
All items - old base,1995,345.26882793
All items - old base,1996,354.865087282
All items - old base,1997,364.00345679
All items - old base,1998,364.689030612
All items - old base,1999,373.092091837
All items - old base,2000,386.026785714
All items - old base,2001,397.780612245
All items - old base,2002,404.519642857
All items - old base,2003,413.628826531
All items - old base,2004,424.205612245
All items - old base,2005,438.739540816
All items - old base,2006,452.890816327
All items - old base,2007,465.509589286
All items - old base,2008,482.941686224
All items - old base,2009,481.180385204
All items - old base,2010,488.617647959
All items - old base,2011,503.621165816
All items - old base,2012,503.475245232
All items,1913,9.88461538462
All items,1914,9.932
All items,1915,9.9
All items,1916,10.7485714286
All items,1917,12.943902439
All items,1918,15.3765957447
All items,1919,17.4875
All items,1920,19.915625
All items,1921,17.4395061728
All items,1922,16.5091836735
All items,1923,16.8020408163
All items,1924,16.8040816327
All items,1925,17.3125
All items,1926,17.3109375
All items,1927,17.0328125
All items,1928,16.7625
All items,1929,16.784375
All items,1930,16.240625
All items,1931,14.7125
All items,1932,13.203125
All items,1933,12.6640625
All items,1934,13.121875
All items,1935,13.4258823529
All items,1936,13.6016528926
All items,1937,14.1533980583
All items,1938,13.8669902913
All items,1939,13.6961165049
All items,1940,13.7729323308
All items,1941,14.4739910314
All items,1942,16.0582959641
All items,1943,16.9964125561
All items,1944,17.2784753363
All items,1945,17.6815315315
All items,1946,19.1569506726
All items,1947,21.9657819905
All items,1948,23.8531550802
All items,1949,23.6235828877
All items,1950,23.9045454545
All items,1951,25.8378609626
All items,1952,26.4263157895
All items,1953,26.7291612903
All items,1954,26.8572903226
All items,1955,26.8216129032
All items,1956,27.2560645161
All items,1957,28.1552258065
All items,1958,28.8772258065
All items,1959,29.1638709677
All items,1960,29.6587261146
All items,1961,29.9697468354
All items,1962,30.2983544304
All items,1963,30.711875
All items,1964,31.0616184971
All items,1965,31.4974301676
All items,1966,32.4190607735
All items,1967,33.2913705584
All items,1968,34.692893401
All items,1969,36.6215
All items,1970,38.751
All items,1971,40.314
All items,1972,41.6225
All items,1973,44.1575
All items,1974,48.974
All items,1975,53.4285
All items,1976,56.5105
All items,1977,60.3418269231
All items,1978,64.9375838926
All items,1979,72.4356666667
All items,1980,82.3273333333
All items,1981,90.762
All items,1982,96.4623333333
All items,1983,99.7563333333
All items,1984,103.88872549
All items,1985,107.513235294
All items,1986,109.405060241
All items,1987,113.066908213
All items,1988,117.605555556
All items,1989,123.164492754
All items,1990,129.860628019
All items,1991,135.236231884
All items,1992,139.196135266
All items,1993,143.256763285
All items,1994,146.949758454
All items,1995,150.95
All items,1996,154.418809524
All items,1997,148.62259332
All items,1998,150.702834008
All items,1999,154.081376518
All items,2000,159.321659919
All items,2001,163.978744939
All items,2002,166.260160966
All items,2003,170.026760563
All items,2004,174.462575453
All items,2005,180.491146881
All items,2006,186.358752515
All items,2007,191.649014085
All items,2008,198.979400402
All items,2009,198.269162978
All items,2010,201.463979879
All items,2011,207.762086519
All items,2012,212.023642398
Item name,Year,Average Value
